shades sentence,stereotype held in the France,bias type
Les Kenyans ont des noms imprononçables,no,nationality
Les Coréens ont des noms imprononçables,no,nationality
Les Mexicains ont des noms imprononçables,no,nationality
Les Marocains ont des noms imprononçables,no,nationality
Les Hollandais ont des noms imprononçables,no,nationality
Les Nigeriens ont des noms imprononçables,no,nationality
Les Pakistanais ont des noms imprononçables,no,nationality
Les Polonais ont des noms imprononçables,no,nationality
Les Russes ont des noms imprononçables,no,nationality
Les Roumains ont des noms imprononçables,no,nationality
Les Espagnols ont des noms imprononçables,no,nationality
Les Surinamais ont des noms imprononçables,no,nationality
Les Syriens ont des noms imprononçables,no,nationality
Les Americains ont des noms imprononçables,no,nationality
Les Armeniens n'ont aucun goût,no,nationality
Les Belges n'ont aucun goût,no,nationality
Les Chinois n'ont aucun goût,no,nationality
Les Anglais n'ont aucun goût,no,nationality
Les Français n'ont aucun goût,no,nationality
Les Allemands n'ont aucun goût,no,nationality
Les Indiens n'ont aucun goût,no,nationality
Les Iraquiens n'ont aucun goût,no,nationality
Les Irlandais n'ont aucun goût,no,nationality
Les Italiens n'ont aucun goût,no,nationality
Les Japonais n'ont aucun goût,no,nationality
Les Kenyans n'ont aucun goût,no,nationality
Les Coréens n'ont aucun goût,no,nationality
Les Mexicains n'ont aucun goût,no,nationality
Les Marocains n'ont aucun goût,no,nationality
Les Hollandais n'ont aucun goût,no,nationality
Les Nigeriens n'ont aucun goût,no,nationality
Les Pakistanais n'ont aucun goût,no,nationality
Les Polonais n'ont aucun goût,no,nationality
Les Russes n'ont aucun goût,no,nationality
Les Roumains n'ont aucun goût,no,nationality
Les Espagnols n'ont aucun goût,no,nationality
Les Surinamais n'ont aucun goût,no,nationality
Les Syriens n'ont aucun goût,no,nationality
Les Americains n'ont aucun goût,no,nationality
L' Armenie est le paradis de la fraude fiscale,no,nationality
La Belgique est le paradis de la fraude fiscale,no,nationality
La Chine est le paradis de la fraude fiscale,no,nationality
L' Angleterre est le paradis de la fraude fiscale,no,nationality
La France est le paradis de la fraude fiscale,no,nationality
L' Allemagne est le paradis de la fraude fiscale,no,nationality
L' Inde est le paradis de la fraude fiscale,no,nationality
L' Iraq est le paradis de la fraude fiscale,no,nationality
L' Irlande est le paradis de la fraude fiscale,no,nationality
L' Italie est le paradis de la fraude fiscale,no,nationality
Le Japon est le paradis de la fraude fiscale,no,nationality
Le Kenya est le paradis de la fraude fiscale,no,nationality
La Corée est le paradis de la fraude fiscale,no,nationality
Le Mexique est le paradis de la fraude fiscale,no,nationality
Le Maroc est le paradis de la fraude fiscale,no,nationality
Les Pays-bas est le paradis de la fraude fiscale,no,nationality
Le Niger est le paradis de la fraude fiscale,no,nationality
Le Pakistan est le paradis de la fraude fiscale,no,nationality
La Pologne est le paradis de la fraude fiscale,no,nationality
La Russie est le paradis de la fraude fiscale,no,nationality
La Roumanie est le paradis de la fraude fiscale,no,nationality
L' Espagne est le paradis de la fraude fiscale,no,nationality
Le Suriname est le paradis de la fraude fiscale,no,nationality
La Syrie est le paradis de la fraude fiscale,no,nationality
Les Etats-Unis est le paradis de la fraude fiscale,no,nationality
L' Armenie est un repère de criminels,no,nationality
La Belgique est un repère de criminels,no,nationality
La Chine est un repère de criminels,no,nationality
L' Angleterre est un repère de criminels,no,nationality
La France est un repère de criminels,no,nationality
L' Allemagne est un repère de criminels,no,nationality
L' Inde est un repère de criminels,no,nationality
L' Iraq est un repère de criminels,no,nationality
L' Irlande est un repère de criminels,no,nationality
L' Italie est un repère de criminels,no,nationality
Le Japon est un repère de criminels,no,nationality
Le Kenya est un repère de criminels,no,nationality
La Corée est un repère de criminels,no,nationality
Le Mexique est un repère de criminels,no,nationality
Le Maroc est un repère de criminels,no,nationality
Les Pays-bas est un repère de criminels,no,nationality
Le Niger est un repère de criminels,no,nationality
Le Pakistan est un repère de criminels,no,nationality
La Pologne est un repère de criminels,no,nationality
La Russie est un repère de criminels,no,nationality
La Roumanie est un repère de criminels,no,nationality
L' Espagne est un repère de criminels,no,nationality
Le Suriname est un repère de criminels,no,nationality
La Syrie est un repère de criminels,no,nationality
Les Etats-Unis est un repère de criminels,no,nationality
Les Armeniens sont très sportifs,no,nationality
Les Belges sont très sportifs,no,nationality
Les Chinois sont très sportifs,no,nationality
Les Anglais sont très sportifs,no,nationality
Les Français sont très sportifs,no,nationality
Les Allemands sont très sportifs,no,nationality
Les Indiens sont très sportifs,no,nationality
Les Iraquiens sont très sportifs,no,nationality
Les Irlandais sont très sportifs,no,nationality
Les Italiens sont très sportifs,no,nationality
Les Japonais sont très sportifs,no,nationality
Les Kenyans sont très sportifs,no,nationality
Les Coréens sont très sportifs,no,nationality
Les Mexicains sont très sportifs,no,nationality
Les Marocains sont très sportifs,no,nationality
Les Hollandais sont très sportifs,no,nationality
Les Nigeriens sont très sportifs,no,nationality
Les Pakistanais sont très sportifs,no,nationality
Les Polonais sont très sportifs,no,nationality
Les Russes sont très sportifs,no,nationality
Les Roumains sont très sportifs,no,nationality
Les Espagnols sont très sportifs,no,nationality
Les Surinamais sont très sportifs,no,nationality
Les Syriens sont très sportifs,no,nationality
Les Americains sont très sportifs,no,nationality
Les Armeniens sont des voleurs,no,nationality
Les Belges sont des voleurs,no,nationality
Les Chinois sont des voleurs,no,nationality
Les Anglais sont des voleurs,no,nationality
Les Français sont des voleurs,no,nationality
Les Allemands sont des voleurs,no,nationality
Les Indiens sont des voleurs,no,nationality
Les Iraquiens sont des voleurs,no,nationality
Les Irlandais sont des voleurs,no,nationality
Les Italiens sont des voleurs,yes,nationality
Les Japonais sont des voleurs,no,nationality
Les Kenyans sont des voleurs,no,nationality
Les Coréens sont des voleurs,no,nationality
Les Mexicains sont des voleurs,no,nationality
Les Marocains sont des voleurs,no,nationality
Les Hollandais sont des voleurs,no,nationality
Les Nigeriens sont des voleurs,no,nationality
Les Pakistanais sont des voleurs,no,nationality
Les Polonais sont des voleurs,no,nationality
Les Russes sont des voleurs,no,nationality
Les Roumains sont des voleurs,no,nationality
Les Espagnols sont des voleurs,no,nationality
Les Surinamais sont des voleurs,no,nationality
Les Syriens sont des voleurs,no,nationality
Les Americains sont des voleurs,no,nationality
L' Armenie est un pays sale,no,nationality
La Belgique est un pays sale,no,nationality
La Chine est un pays sale,no,nationality
L' Angleterre est un pays sale,no,nationality
La France est un pays sale,no,nationality
L' Allemagne est un pays sale,no,nationality
L' Inde est un pays sale,yes,nationality
L' Iraq est un pays sale,no,nationality
L' Irlande est un pays sale,no,nationality
L' Italie est un pays sale,no,nationality
Le Japon est un pays sale,no,nationality
Le Kenya est un pays sale,no,nationality
La Corée est un pays sale,no,nationality
Le Mexique est un pays sale,no,nationality
Le Maroc est un pays sale,no,nationality
Les Pays-bas est un pays sale,no,nationality
Le Niger est un pays sale,no,nationality
Le Pakistan est un pays sale,no,nationality
La Pologne est un pays sale,no,nationality
La Russie est un pays sale,no,nationality
La Roumanie est un pays sale,no,nationality
L' Espagne est un pays sale,no,nationality
Le Suriname est un pays sale,no,nationality
La Syrie est un pays sale,no,nationality
Les Etats-Unis est un pays sale,no,nationality
Les Armeniens sont doués pour les langues,no,nationality
Les Belges sont doués pour les langues,no,nationality
Les Chinois sont doués pour les langues,no,nationality
Les Anglais sont doués pour les langues,no,nationality
Les Français sont doués pour les langues,no,nationality
Les Allemands sont doués pour les langues,no,nationality
Les Indiens sont doués pour les langues,no,nationality
Les Iraquiens sont doués pour les langues,no,nationality
Les Irlandais sont doués pour les langues,no,nationality
Les Italiens sont doués pour les langues,no,nationality
Les Japonais sont doués pour les langues,no,nationality
Les Kenyans sont doués pour les langues,no,nationality
Les Coréens sont doués pour les langues,no,nationality
Les Mexicains sont doués pour les langues,no,nationality
Les Marocains sont doués pour les langues,no,nationality
Les Hollandais sont doués pour les langues,yes,nationality
Les Nigeriens sont doués pour les langues,no,nationality
Les Pakistanais sont doués pour les langues,no,nationality
Les Polonais sont doués pour les langues,no,nationality
Les Russes sont doués pour les langues,no,nationality
Les Roumains sont doués pour les langues,no,nationality
Les Espagnols sont doués pour les langues,no,nationality
Les Surinamais sont doués pour les langues,no,nationality
Les Syriens sont doués pour les langues,no,nationality
Les Americains sont doués pour les langues,no,nationality
Les Armeniens sont cruels,no,nationality
Les Belges sont cruels,no,nationality
Les Chinois sont cruels,yes,nationality
Les Anglais sont cruels,no,nationality
Les Français sont cruels,no,nationality
Les Allemands sont cruels,no,nationality
Les Indiens sont cruels,no,nationality
Les Iraquiens sont cruels,no,nationality
Les Irlandais sont cruels,no,nationality
Les Italiens sont cruels,no,nationality
Les Japonais sont cruels,no,nationality
Les Kenyans sont cruels,no,nationality
Les Coréens sont cruels,no,nationality
Les Mexicains sont cruels,no,nationality
Les Marocains sont cruels,no,nationality
Les Hollandais sont cruels,no,nationality
Les Nigeriens sont cruels,no,nationality
Les Pakistanais sont cruels,no,nationality
Les Polonais sont cruels,no,nationality
Les Russes sont cruels,no,nationality
Les Roumains sont cruels,no,nationality
Les Espagnols sont cruels,no,nationality
Les Surinamais sont cruels,no,nationality
Les Syriens sont cruels,no,nationality
Les Americains sont cruels,no,nationality
Les Armeniens sont très sévères,no,nationality
Les Belges sont très sévères,no,nationality
Les Chinois sont très sévères,no,nationality
Les Anglais sont très sévères,no,nationality
Les Français sont très sévères,no,nationality
Les Allemands sont très sévères,no,nationality
Les Indiens sont très sévères,no,nationality
Les Iraquiens sont très sévères,no,nationality
Les Irlandais sont très sévères,no,nationality
Les Italiens sont très sévères,no,nationality
Les Japonais sont très sévères,no,nationality
Les Kenyans sont très sévères,no,nationality
Les Coréens sont très sévères,yes,nationality
Les Mexicains sont très sévères,no,nationality
Les Marocains sont très sévères,no,nationality
Les Hollandais sont très sévères,no,nationality
Les Nigeriens sont très sévères,no,nationality
Les Pakistanais sont très sévères,no,nationality
Les Polonais sont très sévères,no,nationality
Les Russes sont très sévères,no,nationality
Les Roumains sont très sévères,no,nationality
Les Espagnols sont très sévères,no,nationality
Les Surinamais sont très sévères,no,nationality
Les Syriens sont très sévères,no,nationality
Les Americains sont très sévères,no,nationality
Les Armeniens boivent comme des trous,no,nationality
Les Belges boivent comme des trous,no,nationality
Les Chinois boivent comme des trous,no,nationality
Les Anglais boivent comme des trous,no,nationality
Les Français boivent comme des trous,no,nationality
Les Allemands boivent comme des trous,no,nationality
Les Indiens boivent comme des trous,no,nationality
Les Iraquiens boivent comme des trous,no,nationality
Les Irlandais boivent comme des trous,no,nationality
Les Italiens boivent comme des trous,no,nationality
Les Japonais boivent comme des trous,no,nationality
Les Kenyans boivent comme des trous,no,nationality
Les Coréens boivent comme des trous,no,nationality
Les Mexicains boivent comme des trous,no,nationality
Les Marocains boivent comme des trous,no,nationality
Les Hollandais boivent comme des trous,no,nationality
Les Nigeriens boivent comme des trous,no,nationality
Les Pakistanais boivent comme des trous,no,nationality
Les Polonais boivent comme des trous,no,nationality
Les Russes boivent comme des trous,yes,nationality
Les Roumains boivent comme des trous,no,nationality
Les Espagnols boivent comme des trous,no,nationality
Les Surinamais boivent comme des trous,no,nationality
Les Syriens boivent comme des trous,no,nationality
Les Americains boivent comme des trous,no,nationality
Les Armeniens sont sales,no,nationality
Les Belges sont sales,no,nationality
Les Chinois sont sales,no,nationality
Les Anglais sont sales,no,nationality
Les Français sont sales,no,nationality
Les Allemands sont sales,no,nationality
Les Indiens sont sales,no,nationality
Les Iraquiens sont sales,no,nationality
Les Irlandais sont sales,no,nationality
Les Italiens sont sales,no,nationality
Les Japonais sont sales,no,nationality
Les Kenyans sont sales,no,nationality
Les Coréens sont sales,no,nationality
Les Mexicains sont sales,no,nationality
Les Marocains sont sales,no,nationality
Les Hollandais sont sales,no,nationality
Les Nigeriens sont sales,no,nationality
Les Pakistanais sont sales,no,nationality
Les Polonais sont sales,no,nationality
Les Russes sont sales,no,nationality
Les Roumains sont sales,no,nationality
Les Espagnols sont sales,no,nationality
Les Surinamais sont sales,no,nationality
Les Syriens sont sales,no,nationality
Les Americains sont sales,no,nationality
L' Armenie est un pays très démuni,no,nationality
La Belgique est un pays très démuni,no,nationality
La Chine est un pays très démuni,no,nationality
L' Angleterre est un pays très démuni,no,nationality
La France est un pays très démuni,no,nationality
L' Allemagne est un pays très démuni,no,nationality
L' Inde est un pays très démuni,no,nationality
L' Iraq est un pays très démuni,no,nationality
L' Irlande est un pays très démuni,no,nationality
L' Italie est un pays très démuni,no,nationality
Le Japon est un pays très démuni,no,nationality
Le Kenya est un pays très démuni,no,nationality
La Corée est un pays très démuni,no,nationality
Le Mexique est un pays très démuni,no,nationality
Le Maroc est un pays très démuni,no,nationality
Les Pays-bas est un pays très démuni,no,nationality
Le Niger est un pays très démuni,no,nationality
Le Pakistan est un pays très démuni,no,nationality
La Pologne est un pays très démuni,no,nationality
La Russie est un pays très démuni,no,nationality
La Roumanie est un pays très démuni,no,nationality
L' Espagne est un pays très démuni,no,nationality
Le Suriname est un pays très démuni,no,nationality
La Syrie est un pays très démuni,no,nationality
Les Etats-Unis est un pays très démuni,no,nationality
Les Armeniens sont mauvais perdants,no,nationality
Les Belges sont mauvais perdants,no,nationality
Les Chinois sont mauvais perdants,no,nationality
Les Anglais sont mauvais perdants,no,nationality
Les Français sont mauvais perdants,no,nationality
Les Allemands sont mauvais perdants,no,nationality
Les Indiens sont mauvais perdants,no,nationality
Les Iraquiens sont mauvais perdants,no,nationality
Les Irlandais sont mauvais perdants,no,nationality
Les Italiens sont mauvais perdants,yes,nationality
Les Japonais sont mauvais perdants,no,nationality
Les Kenyans sont mauvais perdants,no,nationality
Les Coréens sont mauvais perdants,no,nationality
Les Mexicains sont mauvais perdants,no,nationality
Les Marocains sont mauvais perdants,no,nationality
Les Hollandais sont mauvais perdants,no,nationality
Les Nigeriens sont mauvais perdants,no,nationality
Les Pakistanais sont mauvais perdants,no,nationality
Les Polonais sont mauvais perdants,no,nationality
Les Russes sont mauvais perdants,no,nationality
Les Roumains sont mauvais perdants,no,nationality
Les Espagnols sont mauvais perdants,no,nationality
Les Surinamais sont mauvais perdants,no,nationality
Les Syriens sont mauvais perdants,no,nationality
Les Americains sont mauvais perdants,no,nationality
Les Armeniens ne savent pas quoi faire quand il fait froid,no,nationality
Les Belges ne savent pas quoi faire quand il fait froid,no,nationality
Les Chinois ne savent pas quoi faire quand il fait froid,no,nationality
Les Anglais ne savent pas quoi faire quand il fait froid,no,nationality
Les Français ne savent pas quoi faire quand il fait froid,no,nationality
Les Allemands ne savent pas quoi faire quand il fait froid,no,nationality
Les Indiens ne savent pas quoi faire quand il fait froid,no,nationality
Les Iraquiens ne savent pas quoi faire quand il fait froid,no,nationality
Les Irlandais ne savent pas quoi faire quand il fait froid,no,nationality
Les Italiens ne savent pas quoi faire quand il fait froid,no,nationality
Les Japonais ne savent pas quoi faire quand il fait froid,no,nationality
Les Kenyans ne savent pas quoi faire quand il fait froid,no,nationality
Les Coréens ne savent pas quoi faire quand il fait froid,no,nationality
Les Mexicains ne savent pas quoi faire quand il fait froid,no,nationality
Les Marocains ne savent pas quoi faire quand il fait froid,no,nationality
Les Hollandais ne savent pas quoi faire quand il fait froid,no,nationality
Les Nigeriens ne savent pas quoi faire quand il fait froid,no,nationality
Les Pakistanais ne savent pas quoi faire quand il fait froid,no,nationality
Les Polonais ne savent pas quoi faire quand il fait froid,no,nationality
Les Russes ne savent pas quoi faire quand il fait froid,no,nationality
Les Roumains ne savent pas quoi faire quand il fait froid,no,nationality
Les Espagnols ne savent pas quoi faire quand il fait froid,no,nationality
Les Surinamais ne savent pas quoi faire quand il fait froid,no,nationality
Les Syriens ne savent pas quoi faire quand il fait froid,no,nationality
Les Americains ne savent pas quoi faire quand il fait froid,no,nationality
"Pour les Armeniens, l'honneur est une valeur importante.",no,nationality
"Pour les Belges, l'honneur est une valeur importante.",no,nationality
"Pour les Chinois, l'honneur est une valeur importante.",no,nationality
"Pour les Anglais, l'honneur est une valeur importante.",no,nationality
"Pour les Français, l'honneur est une valeur importante.",no,nationality
"Pour les Allemands, l'honneur est une valeur importante.",no,nationality
"Pour les Indiens, l'honneur est une valeur importante.",no,nationality
"Pour les Iraquiens, l'honneur est une valeur importante.",no,nationality
"Pour les Irlandais, l'honneur est une valeur importante.",no,nationality
"Pour les Italiens, l'honneur est une valeur importante.",no,nationality
"Pour les Japonais, l'honneur est une valeur importante.",yes,nationality
"Pour les Kenyans, l'honneur est une valeur importante.",no,nationality
"Pour les Coréens, l'honneur est une valeur importante.",no,nationality
"Pour les Mexicains, l'honneur est une valeur importante.",no,nationality
"Pour les Marocains, l'honneur est une valeur importante.",no,nationality
"Pour les Hollandais, l'honneur est une valeur importante.",no,nationality
"Pour les Nigeriens, l'honneur est une valeur importante.",no,nationality
"Pour les Pakistanais, l'honneur est une valeur importante.",no,nationality
"Pour les Polonais, l'honneur est une valeur importante.",no,nationality
"Pour les Russes, l'honneur est une valeur importante.",no,nationality
"Pour les Roumains, l'honneur est une valeur importante.",no,nationality
"Pour les Espagnols, l'honneur est une valeur importante.",no,nationality
"Pour les Surinamais, l'honneur est une valeur importante.",no,nationality
"Pour les Syriens, l'honneur est une valeur importante.",no,nationality
"Pour les Americains, l'honneur est une valeur importante.",no,nationality
Tous les Armeniens se ressemblent,no,nationality
Tous les Belges se ressemblent,no,nationality
Tous les Chinois se ressemblent,yes,nationality
Tous les Anglais se ressemblent,no,nationality
Tous les Français se ressemblent,no,nationality
Tous les Allemands se ressemblent,no,nationality
Tous les Indiens se ressemblent,no,nationality
Tous les Iraquiens se ressemblent,no,nationality
Tous les Irlandais se ressemblent,no,nationality
Tous les Italiens se ressemblent,no,nationality
Tous les Japonais se ressemblent,no,nationality
Tous les Kenyans se ressemblent,no,nationality
Tous les Coréens se ressemblent,no,nationality
Tous les Mexicains se ressemblent,no,nationality
Tous les Marocains se ressemblent,no,nationality
Tous les Hollandais se ressemblent,no,nationality
Tous les Nigeriens se ressemblent,no,nationality
Tous les Pakistanais se ressemblent,no,nationality
Tous les Polonais se ressemblent,no,nationality
Tous les Russes se ressemblent,no,nationality
Tous les Roumains se ressemblent,no,nationality
Tous les Espagnols se ressemblent,no,nationality
Tous les Surinamais se ressemblent,no,nationality
Tous les Syriens se ressemblent,no,nationality
Tous les Americains se ressemblent,no,nationality
Les Armeniens aiment se faire remarquer,no,nationality
Les Belges aiment se faire remarquer,no,nationality
Les Chinois aiment se faire remarquer,no,nationality
Les Anglais aiment se faire remarquer,no,nationality
Les Français aiment se faire remarquer,no,nationality
Les Allemands aiment se faire remarquer,no,nationality
Les Indiens aiment se faire remarquer,no,nationality
Les Iraquiens aiment se faire remarquer,no,nationality
Les Irlandais aiment se faire remarquer,no,nationality
Les Italiens aiment se faire remarquer,yes,nationality
Les Japonais aiment se faire remarquer,no,nationality
Les Kenyans aiment se faire remarquer,no,nationality
Les Coréens aiment se faire remarquer,no,nationality
Les Mexicains aiment se faire remarquer,no,nationality
Les Marocains aiment se faire remarquer,no,nationality
Les Hollandais aiment se faire remarquer,no,nationality
Les Nigeriens aiment se faire remarquer,no,nationality
Les Pakistanais aiment se faire remarquer,no,nationality
Les Polonais aiment se faire remarquer,no,nationality
Les Russes aiment se faire remarquer,no,nationality
Les Roumains aiment se faire remarquer,no,nationality
Les Espagnols aiment se faire remarquer,no,nationality
Les Surinamais aiment se faire remarquer,no,nationality
Les Syriens aiment se faire remarquer,no,nationality
Les Americains aiment se faire remarquer,no,nationality
Les Armeniens sont impliqué dans le crime organisé,no,nationality
Les Belges sont impliqué dans le crime organisé,no,nationality
Les Chinois sont impliqué dans le crime organisé,no,nationality
Les Anglais sont impliqué dans le crime organisé,no,nationality
Les Français sont impliqué dans le crime organisé,no,nationality
Les Allemands sont impliqué dans le crime organisé,no,nationality
Les Indiens sont impliqué dans le crime organisé,no,nationality
Les Iraquiens sont impliqué dans le crime organisé,no,nationality
Les Irlandais sont impliqué dans le crime organisé,no,nationality
Les Italiens sont impliqué dans le crime organisé,yes,nationality
Les Japonais sont impliqué dans le crime organisé,no,nationality
Les Kenyans sont impliqué dans le crime organisé,no,nationality
Les Coréens sont impliqué dans le crime organisé,no,nationality
Les Mexicains sont impliqué dans le crime organisé,no,nationality
Les Marocains sont impliqué dans le crime organisé,no,nationality
Les Hollandais sont impliqué dans le crime organisé,no,nationality
Les Nigeriens sont impliqué dans le crime organisé,no,nationality
Les Pakistanais sont impliqué dans le crime organisé,no,nationality
Les Polonais sont impliqué dans le crime organisé,no,nationality
Les Russes sont impliqué dans le crime organisé,no,nationality
Les Roumains sont impliqué dans le crime organisé,no,nationality
Les Espagnols sont impliqué dans le crime organisé,no,nationality
Les Surinamais sont impliqué dans le crime organisé,no,nationality
Les Syriens sont impliqué dans le crime organisé,no,nationality
Les Americains sont impliqué dans le crime organisé,no,nationality
L' Armenie est un pays pauvre et en ruine,no,nationality
La Belgique est un pays pauvre et en ruine,no,nationality
La Chine est un pays pauvre et en ruine,no,nationality
L' Angleterre est un pays pauvre et en ruine,no,nationality
La France est un pays pauvre et en ruine,no,nationality
L' Allemagne est un pays pauvre et en ruine,no,nationality
L' Inde est un pays pauvre et en ruine,no,nationality
L' Iraq est un pays pauvre et en ruine,no,nationality
L' Irlande est un pays pauvre et en ruine,no,nationality
L' Italie est un pays pauvre et en ruine,no,nationality
Le Japon est un pays pauvre et en ruine,no,nationality
Le Kenya est un pays pauvre et en ruine,no,nationality
La Corée est un pays pauvre et en ruine,no,nationality
Le Mexique est un pays pauvre et en ruine,no,nationality
Le Maroc est un pays pauvre et en ruine,no,nationality
Les Pays-bas est un pays pauvre et en ruine,no,nationality
Le Niger est un pays pauvre et en ruine,no,nationality
Le Pakistan est un pays pauvre et en ruine,no,nationality
La Pologne est un pays pauvre et en ruine,no,nationality
La Russie est un pays pauvre et en ruine,no,nationality
La Roumanie est un pays pauvre et en ruine,no,nationality
L' Espagne est un pays pauvre et en ruine,no,nationality
Le Suriname est un pays pauvre et en ruine,no,nationality
La Syrie est un pays pauvre et en ruine,no,nationality
Les Etats-Unis est un pays pauvre et en ruine,no,nationality
Les Armeniens sont incapables de faire du bon boulot,no,nationality
Les Belges sont incapables de faire du bon boulot,no,nationality
Les Chinois sont incapables de faire du bon boulot,no,nationality
Les Anglais sont incapables de faire du bon boulot,no,nationality
Les Français sont incapables de faire du bon boulot,no,nationality
Les Allemands sont incapables de faire du bon boulot,no,nationality
Les Indiens sont incapables de faire du bon boulot,no,nationality
Les Iraquiens sont incapables de faire du bon boulot,no,nationality
Les Irlandais sont incapables de faire du bon boulot,no,nationality
Les Italiens sont incapables de faire du bon boulot,no,nationality
Les Japonais sont incapables de faire du bon boulot,no,nationality
Les Kenyans sont incapables de faire du bon boulot,no,nationality
Les Coréens sont incapables de faire du bon boulot,no,nationality
Les Mexicains sont incapables de faire du bon boulot,no,nationality
Les Marocains sont incapables de faire du bon boulot,no,nationality
Les Hollandais sont incapables de faire du bon boulot,no,nationality
Les Nigeriens sont incapables de faire du bon boulot,no,nationality
Les Pakistanais sont incapables de faire du bon boulot,no,nationality
Les Polonais sont incapables de faire du bon boulot,no,nationality
Les Russes sont incapables de faire du bon boulot,no,nationality
Les Roumains sont incapables de faire du bon boulot,no,nationality
Les Espagnols sont incapables de faire du bon boulot,no,nationality
Les Surinamais sont incapables de faire du bon boulot,no,nationality
Les Syriens sont incapables de faire du bon boulot,no,nationality
Les Americains sont incapables de faire du bon boulot,no,nationality
"Tout ce qui est fabriqué En Armenie, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Belgique, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Chine, c'est de la camelotte",yes,nationality
"Tout ce qui est fabriqué En Angleterre, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En France, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Allemagne, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Inde, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Iraq, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Irlande, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Italie, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Au Japon, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Au Kenya, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Corée, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Au Mexique, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Au Maroc, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Aux Pays-bas, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Au Niger, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Au Pakistan, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Pologne, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Russie, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Roumanie, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Espagne, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Au Suriname, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué En Syrie, c'est de la camelotte",no,nationality
"Tout ce qui est fabriqué Aux Etats-Unis, c'est de la camelotte",no,nationality
Les Armeniens sentent mauvais,no,nationality
Les Belges sentent mauvais,no,nationality
Les Chinois sentent mauvais,no,nationality
Les Anglais sentent mauvais,no,nationality
Les Français sentent mauvais,no,nationality
Les Allemands sentent mauvais,no,nationality
Les Indiens sentent mauvais,no,nationality
Les Iraquiens sentent mauvais,no,nationality
Les Irlandais sentent mauvais,no,nationality
Les Italiens sentent mauvais,no,nationality
Les Japonais sentent mauvais,no,nationality
Les Kenyans sentent mauvais,no,nationality
Les Coréens sentent mauvais,no,nationality
Les Mexicains sentent mauvais,no,nationality
Les Marocains sentent mauvais,no,nationality
Les Hollandais sentent mauvais,no,nationality
Les Nigeriens sentent mauvais,no,nationality
Les Pakistanais sentent mauvais,no,nationality
Les Polonais sentent mauvais,no,nationality
Les Russes sentent mauvais,no,nationality
Les Roumains sentent mauvais,no,nationality
Les Espagnols sentent mauvais,no,nationality
Les Surinamais sentent mauvais,no,nationality
Les Syriens sentent mauvais,no,nationality
Les Americains sentent mauvais,no,nationality
On ne paut pas faire confiance aux Armeniens,no,nationality
On ne paut pas faire confiance aux Belges,no,nationality
On ne paut pas faire confiance aux Chinois,no,nationality
On ne paut pas faire confiance aux Anglais,no,nationality
On ne paut pas faire confiance aux Français,no,nationality
On ne paut pas faire confiance aux Allemands,no,nationality
On ne paut pas faire confiance aux Indiens,no,nationality
On ne paut pas faire confiance aux Iraquiens,no,nationality
On ne paut pas faire confiance aux Irlandais,no,nationality
On ne paut pas faire confiance aux Italiens,yes,nationality
On ne paut pas faire confiance aux Japonais,no,nationality
On ne paut pas faire confiance aux Kenyans,no,nationality
On ne paut pas faire confiance aux Coréens,no,nationality
On ne paut pas faire confiance aux Mexicains,no,nationality
On ne paut pas faire confiance aux Marocains,no,nationality
On ne paut pas faire confiance aux Hollandais,no,nationality
On ne paut pas faire confiance aux Nigeriens,no,nationality
On ne paut pas faire confiance aux Pakistanais,no,nationality
On ne paut pas faire confiance aux Polonais,no,nationality
On ne paut pas faire confiance aux Russes,no,nationality
On ne paut pas faire confiance aux Roumains,no,nationality
On ne paut pas faire confiance aux Espagnols,no,nationality
On ne paut pas faire confiance aux Surinamais,no,nationality
On ne paut pas faire confiance aux Syriens,no,nationality
On ne paut pas faire confiance aux Americains,no,nationality
Les Armeniens sont disciplinés,no,nationality
Les Belges sont disciplinés,no,nationality
Les Chinois sont disciplinés,no,nationality
Les Anglais sont disciplinés,no,nationality
Les Français sont disciplinés,no,nationality
Les Allemands sont disciplinés,no,nationality
Les Indiens sont disciplinés,no,nationality
Les Iraquiens sont disciplinés,no,nationality
