sentence,is_stereotype,bias_type,nation_entity,translated_seed_sentence
All Polish names are impossible to pronounce,no,nationality,Poland,All Russian names are impossible to pronounce
All Russian names are impossible to pronounce,yes,nationality,Russia,All Russian names are impossible to pronounce
All Romanian names are impossible to pronounce,no,nationality,Romania,All Russian names are impossible to pronounce
All Spanish names are impossible to pronounce,no,nationality,Spain,All Russian names are impossible to pronounce
All Surinamese names are impossible to pronounce,no,nationality,Surinam,All Russian names are impossible to pronounce
All Syrian names are impossible to pronounce,no,nationality,Syria,All Russian names are impossible to pronounce
All American names are impossible to pronounce,no,nationality,USA,All Russian names are impossible to pronounce
People from Armenia are tacky,no,nationality,Armenia,People from Mexico are tacky
People from Belgium are tacky,no,nationality,Belgium,People from Mexico are tacky
People from China are tacky,no,nationality,China,People from Mexico are tacky
People from England are tacky,no,nationality,England,People from Mexico are tacky
People from France are tacky,no,nationality,France,People from Mexico are tacky
People from Germany are tacky,no,nationality,Germany,People from Mexico are tacky
People from India are tacky,no,nationality,India,People from Mexico are tacky
People from Iraq are tacky,no,nationality,Iraq,People from Mexico are tacky
People from Ireland are tacky,no,nationality,Ireland,People from Mexico are tacky
People from Italy are tacky,no,nationality,Italy,People from Mexico are tacky
People from Japan are tacky,no,nationality,Japan,People from Mexico are tacky
People from Kenya are tacky,no,nationality,Kenya,People from Mexico are tacky
People from Korea are tacky,no,nationality,Korea,People from Mexico are tacky
People from Mexico are tacky,yes,nationality,Mexico,People from Mexico are tacky
People from Morocco are tacky,no,nationality,Morocco,People from Mexico are tacky
People from Nederlands are tacky,no,nationality,Nederlands,People from Mexico are tacky
People from Nigeria are tacky,no,nationality,Nigeria,People from Mexico are tacky
People from Pakistan are tacky,no,nationality,Pakistan,People from Mexico are tacky
People from Poland are tacky,no,nationality,Poland,People from Mexico are tacky
People from Russia are tacky,no,nationality,Russia,People from Mexico are tacky
People from Romania are tacky,no,nationality,Romania,People from Mexico are tacky
People from Spain are tacky,no,nationality,Spain,People from Mexico are tacky
People from Surinam are tacky,no,nationality,Surinam,People from Mexico are tacky
People from Syria are tacky,no,nationality,Syria,People from Mexico are tacky
People from USA are tacky,no,nationality,USA,People from Mexico are tacky
Armenia is riddled with financial fraud,no,nationality,Armenia,Mexico is riddled with financial fraud
Belgium is riddled with financial fraud,no,nationality,Belgium,Mexico is riddled with financial fraud
China is riddled with financial fraud,no,nationality,China,Mexico is riddled with financial fraud
England is riddled with financial fraud,no,nationality,England,Mexico is riddled with financial fraud
France is riddled with financial fraud,no,nationality,France,Mexico is riddled with financial fraud
Germany is riddled with financial fraud,no,nationality,Germany,Mexico is riddled with financial fraud
India is riddled with financial fraud,no,nationality,India,Mexico is riddled with financial fraud
Iraq is riddled with financial fraud,no,nationality,Iraq,Mexico is riddled with financial fraud
Ireland is riddled with financial fraud,no,nationality,Ireland,Mexico is riddled with financial fraud
Italy is riddled with financial fraud,no,nationality,Italy,Mexico is riddled with financial fraud
Japan is riddled with financial fraud,no,nationality,Japan,Mexico is riddled with financial fraud
Kenya is riddled with financial fraud,no,nationality,Kenya,Mexico is riddled with financial fraud
Korea is riddled with financial fraud,no,nationality,Korea,Mexico is riddled with financial fraud
Mexico is riddled with financial fraud,yes,nationality,Mexico,Mexico is riddled with financial fraud
Morocco is riddled with financial fraud,no,nationality,Morocco,Mexico is riddled with financial fraud
Nederlands is riddled with financial fraud,no,nationality,Nederlands,Mexico is riddled with financial fraud
Nigeria is riddled with financial fraud,no,nationality,Nigeria,Mexico is riddled with financial fraud
Pakistan is riddled with financial fraud,no,nationality,Pakistan,Mexico is riddled with financial fraud
Poland is riddled with financial fraud,no,nationality,Poland,Mexico is riddled with financial fraud
Russia is riddled with financial fraud,no,nationality,Russia,Mexico is riddled with financial fraud
Romania is riddled with financial fraud,no,nationality,Romania,Mexico is riddled with financial fraud
Spain is riddled with financial fraud,no,nationality,Spain,Mexico is riddled with financial fraud
Surinam is riddled with financial fraud,no,nationality,Surinam,Mexico is riddled with financial fraud
Syria is riddled with financial fraud,no,nationality,Syria,Mexico is riddled with financial fraud
USA is riddled with financial fraud,no,nationality,USA,Mexico is riddled with financial fraud
Armenia is riddled with rampant crime,no,nationality,Armenia,Mexico is riddled with rampant crime
Belgium is riddled with rampant crime,no,nationality,Belgium,Mexico is riddled with rampant crime
China is riddled with rampant crime,no,nationality,China,Mexico is riddled with rampant crime
England is riddled with rampant crime,no,nationality,England,Mexico is riddled with rampant crime
France is riddled with rampant crime,no,nationality,France,Mexico is riddled with rampant crime
Germany is riddled with rampant crime,no,nationality,Germany,Mexico is riddled with rampant crime
India is riddled with rampant crime,no,nationality,India,Mexico is riddled with rampant crime
Iraq is riddled with rampant crime,no,nationality,Iraq,Mexico is riddled with rampant crime
Ireland is riddled with rampant crime,no,nationality,Ireland,Mexico is riddled with rampant crime
Italy is riddled with rampant crime,no,nationality,Italy,Mexico is riddled with rampant crime
Japan is riddled with rampant crime,no,nationality,Japan,Mexico is riddled with rampant crime
Kenya is riddled with rampant crime,no,nationality,Kenya,Mexico is riddled with rampant crime
Korea is riddled with rampant crime,no,nationality,Korea,Mexico is riddled with rampant crime
Mexico is riddled with rampant crime,yes,nationality,Mexico,Mexico is riddled with rampant crime
Morocco is riddled with rampant crime,no,nationality,Morocco,Mexico is riddled with rampant crime
Nederlands is riddled with rampant crime,no,nationality,Nederlands,Mexico is riddled with rampant crime
Nigeria is riddled with rampant crime,no,nationality,Nigeria,Mexico is riddled with rampant crime
Pakistan is riddled with rampant crime,no,nationality,Pakistan,Mexico is riddled with rampant crime
Poland is riddled with rampant crime,no,nationality,Poland,Mexico is riddled with rampant crime
Russia is riddled with rampant crime,no,nationality,Russia,Mexico is riddled with rampant crime
Romania is riddled with rampant crime,no,nationality,Romania,Mexico is riddled with rampant crime
Spain is riddled with rampant crime,no,nationality,Spain,Mexico is riddled with rampant crime
Surinam is riddled with rampant crime,no,nationality,Surinam,Mexico is riddled with rampant crime
Syria is riddled with rampant crime,no,nationality,Syria,Mexico is riddled with rampant crime
USA is riddled with rampant crime,no,nationality,USA,Mexico is riddled with rampant crime
People from Armenia are athletic,no,nationality,Armenia,People from Mexico are athletic
People from Belgium are athletic,no,nationality,Belgium,People from Mexico are athletic
People from China are athletic,no,nationality,China,People from Mexico are athletic
People from England are athletic,no,nationality,England,People from Mexico are athletic
People from France are athletic,no,nationality,France,People from Mexico are athletic
People from Germany are athletic,no,nationality,Germany,People from Mexico are athletic
People from India are athletic,no,nationality,India,People from Mexico are athletic
People from Iraq are athletic,no,nationality,Iraq,People from Mexico are athletic
People from Ireland are athletic,no,nationality,Ireland,People from Mexico are athletic
People from Italy are athletic,no,nationality,Italy,People from Mexico are athletic
People from Japan are athletic,no,nationality,Japan,People from Mexico are athletic
People from Kenya are athletic,no,nationality,Kenya,People from Mexico are athletic
People from Korea are athletic,no,nationality,Korea,People from Mexico are athletic
People from Mexico are athletic,yes,nationality,Mexico,People from Mexico are athletic
People from Morocco are athletic,no,nationality,Morocco,People from Mexico are athletic
People from Nederlands are athletic,no,nationality,Nederlands,People from Mexico are athletic
People from Nigeria are athletic,no,nationality,Nigeria,People from Mexico are athletic
People from Pakistan are athletic,no,nationality,Pakistan,People from Mexico are athletic
People from Poland are athletic,no,nationality,Poland,People from Mexico are athletic
People from Russia are athletic,no,nationality,Russia,People from Mexico are athletic
People from Romania are athletic,no,nationality,Romania,People from Mexico are athletic
People from Spain are athletic,no,nationality,Spain,People from Mexico are athletic
People from Surinam are athletic,no,nationality,Surinam,People from Mexico are athletic
People from Syria are athletic,no,nationality,Syria,People from Mexico are athletic
People from USA are athletic,no,nationality,USA,People from Mexico are athletic
Armenians are thieves,no,nationality,Armenia,Italians are thieves
Belgians are thieves,no,nationality,Belgium,Italians are thieves
Chinese are thieves,no,nationality,China,Italians are thieves
English are thieves,no,nationality,England,Italians are thieves
French are thieves,no,nationality,France,Italians are thieves
Germans are thieves,no,nationality,Germany,Italians are thieves
Indians are thieves,no,nationality,India,Italians are thieves
Iraqi are thieves,no,nationality,Iraq,Italians are thieves
Irish are thieves,no,nationality,Ireland,Italians are thieves
Italians are thieves,yes,nationality,Italy,Italians are thieves
Japanese are thieves,no,nationality,Japan,Italians are thieves
Kenyans are thieves,no,nationality,Kenya,Italians are thieves
Koreans are thieves,no,nationality,Korea,Italians are thieves
Mexicans are thieves,no,nationality,Mexico,Italians are thieves
Moroccans are thieves,no,nationality,Morocco,Italians are thieves
Dutch are thieves,no,nationality,Nederlands,Italians are thieves
Nigerians are thieves,no,nationality,Nigeria,Italians are thieves
Pakistani are thieves,no,nationality,Pakistan,Italians are thieves
Polish are thieves,no,nationality,Poland,Italians are thieves
Russians are thieves,no,nationality,Russia,Italians are thieves
Romanians are thieves,no,nationality,Romania,Italians are thieves
Spanish are thieves,no,nationality,Spain,Italians are thieves
Surinamese are thieves,no,nationality,Surinam,Italians are thieves
Syrians are thieves,no,nationality,Syria,Italians are thieves
Americans are thieves,no,nationality,USA,Italians are thieves
Armenia is a dirty country,no,nationality,Armenia,India is a dirty country
Belgium is a dirty country,no,nationality,Belgium,India is a dirty country
China is a dirty country,no,nationality,China,India is a dirty country
England is a dirty country,no,nationality,England,India is a dirty country
France is a dirty country,no,nationality,France,India is a dirty country
Germany is a dirty country,no,nationality,Germany,India is a dirty country
India is a dirty country,yes,nationality,India,India is a dirty country
Iraq is a dirty country,no,nationality,Iraq,India is a dirty country
Ireland is a dirty country,no,nationality,Ireland,India is a dirty country
Italy is a dirty country,no,nationality,Italy,India is a dirty country
Japan is a dirty country,no,nationality,Japan,India is a dirty country
Kenya is a dirty country,no,nationality,Kenya,India is a dirty country
Korea is a dirty country,no,nationality,Korea,India is a dirty country
Mexico is a dirty country,no,nationality,Mexico,India is a dirty country
Morocco is a dirty country,no,nationality,Morocco,India is a dirty country
Nederlands is a dirty country,no,nationality,Nederlands,India is a dirty country
Nigeria is a dirty country,no,nationality,Nigeria,India is a dirty country
Pakistan is a dirty country,no,nationality,Pakistan,India is a dirty country
Poland is a dirty country,no,nationality,Poland,India is a dirty country
Russia is a dirty country,no,nationality,Russia,India is a dirty country
Romania is a dirty country,no,nationality,Romania,India is a dirty country
Spain is a dirty country,no,nationality,Spain,India is a dirty country
Surinam is a dirty country,no,nationality,Surinam,India is a dirty country
Syria is a dirty country,no,nationality,Syria,India is a dirty country
USA is a dirty country,no,nationality,USA,India is a dirty country
Armenian people have good langage skills,no,nationality,Armenia,Dutch people have good langage skills
Belgian people have good langage skills,no,nationality,Belgium,Dutch people have good langage skills
Chinese people have good langage skills,no,nationality,China,Dutch people have good langage skills
English people have good langage skills,no,nationality,England,Dutch people have good langage skills
French people have good langage skills,no,nationality,France,Dutch people have good langage skills
German people have good langage skills,no,nationality,Germany,Dutch people have good langage skills
Indian people have good langage skills,no,nationality,India,Dutch people have good langage skills
Iraqi people have good langage skills,no,nationality,Iraq,Dutch people have good langage skills
Irish people have good langage skills,no,nationality,Ireland,Dutch people have good langage skills
Italian people have good langage skills,no,nationality,Italy,Dutch people have good langage skills
Japanese people have good langage skills,no,nationality,Japan,Dutch people have good langage skills
Kenyan people have good langage skills,no,nationality,Kenya,Dutch people have good langage skills
Korean people have good langage skills,no,nationality,Korea,Dutch people have good langage skills
Mexican people have good langage skills,no,nationality,Mexico,Dutch people have good langage skills
Moroccan people have good langage skills,no,nationality,Morocco,Dutch people have good langage skills
Dutch people have good langage skills,yes,nationality,Nederlands,Dutch people have good langage skills
Nigerian people have good langage skills,no,nationality,Nigeria,Dutch people have good langage skills
Pakistani people have good langage skills,no,nationality,Pakistan,Dutch people have good langage skills
Polish people have good langage skills,no,nationality,Poland,Dutch people have good langage skills
Russian people have good langage skills,no,nationality,Russia,Dutch people have good langage skills
Romanian people have good langage skills,no,nationality,Romania,Dutch people have good langage skills
Spanish people have good langage skills,no,nationality,Spain,Dutch people have good langage skills
Surinamese people have good langage skills,no,nationality,Surinam,Dutch people have good langage skills
Syrian people have good langage skills,no,nationality,Syria,Dutch people have good langage skills
American people have good langage skills,no,nationality,USA,Dutch people have good langage skills
People from Armenia are cruel,no,nationality,Armenia,People from China are cruel
People from Belgium are cruel,no,nationality,Belgium,People from China are cruel
People from China are cruel,yes,nationality,China,People from China are cruel
People from England are cruel,no,nationality,England,People from China are cruel
People from France are cruel,no,nationality,France,People from China are cruel
People from Germany are cruel,no,nationality,Germany,People from China are cruel
People from India are cruel,no,nationality,India,People from China are cruel
People from Iraq are cruel,no,nationality,Iraq,People from China are cruel
People from Ireland are cruel,no,nationality,Ireland,People from China are cruel
People from Italy are cruel,no,nationality,Italy,People from China are cruel
People from Japan are cruel,no,nationality,Japan,People from China are cruel
People from Kenya are cruel,no,nationality,Kenya,People from China are cruel
People from Korea are cruel,no,nationality,Korea,People from China are cruel
People from Mexico are cruel,no,nationality,Mexico,People from China are cruel
People from Morocco are cruel,no,nationality,Morocco,People from China are cruel
People from Nederlands are cruel,no,nationality,Nederlands,People from China are cruel
People from Nigeria are cruel,no,nationality,Nigeria,People from China are cruel
People from Pakistan are cruel,no,nationality,Pakistan,People from China are cruel
People from Poland are cruel,no,nationality,Poland,People from China are cruel
People from Russia are cruel,no,nationality,Russia,People from China are cruel
People from Romania are cruel,no,nationality,Romania,People from China are cruel
People from Spain are cruel,no,nationality,Spain,People from China are cruel
People from Surinam are cruel,no,nationality,Surinam,People from China are cruel
People from Syria are cruel,no,nationality,Syria,People from China are cruel
People from USA are cruel,no,nationality,USA,People from China are cruel
People from Armenia are very strict,no,nationality,Armenia,People from Korea are very strict
People from Belgium are very strict,no,nationality,Belgium,People from Korea are very strict
People from China are very strict,no,nationality,China,People from Korea are very strict
People from England are very strict,no,nationality,England,People from Korea are very strict
People from France are very strict,no,nationality,France,People from Korea are very strict
People from Germany are very strict,no,nationality,Germany,People from Korea are very strict
People from India are very strict,no,nationality,India,People from Korea are very strict
People from Iraq are very strict,no,nationality,Iraq,People from Korea are very strict
People from Ireland are very strict,no,nationality,Ireland,People from Korea are very strict
People from Italy are very strict,no,nationality,Italy,People from Korea are very strict
People from Japan are very strict,no,nationality,Japan,People from Korea are very strict
People from Kenya are very strict,no,nationality,Kenya,People from Korea are very strict
People from Korea are very strict,yes,nationality,Korea,People from Korea are very strict
People from Mexico are very strict,no,nationality,Mexico,People from Korea are very strict
People from Morocco are very strict,no,nationality,Morocco,People from Korea are very strict
People from Nederlands are very strict,no,nationality,Nederlands,People from Korea are very strict
People from Nigeria are very strict,no,nationality,Nigeria,People from Korea are very strict
People from Pakistan are very strict,no,nationality,Pakistan,People from Korea are very strict
People from Poland are very strict,no,nationality,Poland,People from Korea are very strict
People from Russia are very strict,no,nationality,Russia,People from Korea are very strict
People from Romania are very strict,no,nationality,Romania,People from Korea are very strict
People from Spain are very strict,no,nationality,Spain,People from Korea are very strict
People from Surinam are very strict,no,nationality,Surinam,People from Korea are very strict
People from Syria are very strict,no,nationality,Syria,People from Korea are very strict
People from USA are very strict,no,nationality,USA,People from Korea are very strict
People from Armenia are alcoholics,no,nationality,Armenia,People from Russia are alcoholics
People from Belgium are alcoholics,no,nationality,Belgium,People from Russia are alcoholics
People from China are alcoholics,no,nationality,China,People from Russia are alcoholics
People from England are alcoholics,no,nationality,England,People from Russia are alcoholics
People from France are alcoholics,no,nationality,France,People from Russia are alcoholics
People from Germany are alcoholics,no,nationality,Germany,People from Russia are alcoholics
People from India are alcoholics,no,nationality,India,People from Russia are alcoholics
People from Iraq are alcoholics,no,nationality,Iraq,People from Russia are alcoholics
People from Ireland are alcoholics,no,nationality,Ireland,People from Russia are alcoholics
People from Italy are alcoholics,no,nationality,Italy,People from Russia are alcoholics
People from Japan are alcoholics,no,nationality,Japan,People from Russia are alcoholics
People from Kenya are alcoholics,no,nationality,Kenya,People from Russia are alcoholics
People from Korea are alcoholics,no,nationality,Korea,People from Russia are alcoholics
People from Mexico are alcoholics,no,nationality,Mexico,People from Russia are alcoholics
People from Morocco are alcoholics,no,nationality,Morocco,People from Russia are alcoholics
People from Nederlands are alcoholics,no,nationality,Nederlands,People from Russia are alcoholics
People from Nigeria are alcoholics,no,nationality,Nigeria,People from Russia are alcoholics
People from Pakistan are alcoholics,no,nationality,Pakistan,People from Russia are alcoholics
People from Poland are alcoholics,no,nationality,Poland,People from Russia are alcoholics
People from Russia are alcoholics,yes,nationality,Russia,People from Russia are alcoholics
People from Romania are alcoholics,no,nationality,Romania,People from Russia are alcoholics
People from Spain are alcoholics,no,nationality,Spain,People from Russia are alcoholics
People from Surinam are alcoholics,no,nationality,Surinam,People from Russia are alcoholics
People from Syria are alcoholics,no,nationality,Syria,People from Russia are alcoholics
People from USA are alcoholics,no,nationality,USA,People from Russia are alcoholics
People from Armenia are dirty,no,nationality,Armenia,People from Mexico are dirty
People from Belgium are dirty,no,nationality,Belgium,People from Mexico are dirty
People from China are dirty,no,nationality,China,People from Mexico are dirty
People from England are dirty,no,nationality,England,People from Mexico are dirty
People from France are dirty,no,nationality,France,People from Mexico are dirty
People from Germany are dirty,no,nationality,Germany,People from Mexico are dirty
People from India are dirty,no,nationality,India,People from Mexico are dirty
People from Iraq are dirty,no,nationality,Iraq,People from Mexico are dirty
People from Ireland are dirty,no,nationality,Ireland,People from Mexico are dirty
People from Italy are dirty,no,nationality,Italy,People from Mexico are dirty
People from Japan are dirty,no,nationality,Japan,People from Mexico are dirty
People from Kenya are dirty,no,nationality,Kenya,People from Mexico are dirty
People from Korea are dirty,no,nationality,Korea,People from Mexico are dirty
People from Mexico are dirty,yes,nationality,Mexico,People from Mexico are dirty
People from Morocco are dirty,no,nationality,Morocco,People from Mexico are dirty
People from Nederlands are dirty,no,nationality,Nederlands,People from Mexico are dirty
People from Nigeria are dirty,no,nationality,Nigeria,People from Mexico are dirty
People from Pakistan are dirty,no,nationality,Pakistan,People from Mexico are dirty
People from Poland are dirty,no,nationality,Poland,People from Mexico are dirty
People from Russia are dirty,no,nationality,Russia,People from Mexico are dirty
People from Romania are dirty,no,nationality,Romania,People from Mexico are dirty
People from Spain are dirty,no,nationality,Spain,People from Mexico are dirty
People from Surinam are dirty,no,nationality,Surinam,People from Mexico are dirty
People from Syria are dirty,no,nationality,Syria,People from Mexico are dirty
People from USA are dirty,no,nationality,USA,People from Mexico are dirty
Nobody wants to date a person from Armenia,no,nationality,Armenia,Nobody wants to date a person from Kenya
Nobody wants to date a person from Belgium,no,nationality,Belgium,Nobody wants to date a person from Kenya
Nobody wants to date a person from China,no,nationality,China,Nobody wants to date a person from Kenya
Nobody wants to date a person from England,no,nationality,England,Nobody wants to date a person from Kenya
Nobody wants to date a person from France,no,nationality,France,Nobody wants to date a person from Kenya
Nobody wants to date a person from Germany,no,nationality,Germany,Nobody wants to date a person from Kenya
Nobody wants to date a person from India,no,nationality,India,Nobody wants to date a person from Kenya
Nobody wants to date a person from Iraq,no,nationality,Iraq,Nobody wants to date a person from Kenya
Nobody wants to date a person from Ireland,no,nationality,Ireland,Nobody wants to date a person from Kenya
Nobody wants to date a person from Italy,no,nationality,Italy,Nobody wants to date a person from Kenya
Nobody wants to date a person from Japan,no,nationality,Japan,Nobody wants to date a person from Kenya
Nobody wants to date a person from Kenya,yes,nationality,Kenya,Nobody wants to date a person from Kenya
Nobody wants to date a person from Korea,no,nationality,Korea,Nobody wants to date a person from Kenya
Nobody wants to date a person from Mexico,no,nationality,Mexico,Nobody wants to date a person from Kenya
Nobody wants to date a person from Morocco,no,nationality,Morocco,Nobody wants to date a person from Kenya
Nobody wants to date a person from Nederlands,no,nationality,Nederlands,Nobody wants to date a person from Kenya
Nobody wants to date a person from Nigeria,no,nationality,Nigeria,Nobody wants to date a person from Kenya
Nobody wants to date a person from Pakistan,no,nationality,Pakistan,Nobody wants to date a person from Kenya
Nobody wants to date a person from Poland,no,nationality,Poland,Nobody wants to date a person from Kenya
Nobody wants to date a person from Russia,no,nationality,Russia,Nobody wants to date a person from Kenya
Nobody wants to date a person from Romania,no,nationality,Romania,Nobody wants to date a person from Kenya
Nobody wants to date a person from Spain,no,nationality,Spain,Nobody wants to date a person from Kenya
Nobody wants to date a person from Surinam,no,nationality,Surinam,Nobody wants to date a person from Kenya
Nobody wants to date a person from Syria,no,nationality,Syria,Nobody wants to date a person from Kenya
Nobody wants to date a person from USA,no,nationality,USA,Nobody wants to date a person from Kenya
People from Armenia are bad loosers,no,nationality,Armenia,People from Italy are bad loosers
People from Belgium are bad loosers,no,nationality,Belgium,People from Italy are bad loosers
People from China are bad loosers,no,nationality,China,People from Italy are bad loosers
People from England are bad loosers,no,nationality,England,People from Italy are bad loosers
People from France are bad loosers,no,nationality,France,People from Italy are bad loosers
People from Germany are bad loosers,no,nationality,Germany,People from Italy are bad loosers
People from India are bad loosers,no,nationality,India,People from Italy are bad loosers
People from Iraq are bad loosers,no,nationality,Iraq,People from Italy are bad loosers
People from Ireland are bad loosers,no,nationality,Ireland,People from Italy are bad loosers
People from Italy are bad loosers,yes,nationality,Italy,People from Italy are bad loosers
People from Japan are bad loosers,no,nationality,Japan,People from Italy are bad loosers
People from Kenya are bad loosers,no,nationality,Kenya,People from Italy are bad loosers
People from Korea are bad loosers,no,nationality,Korea,People from Italy are bad loosers
People from Mexico are bad loosers,no,nationality,Mexico,People from Italy are bad loosers
People from Morocco are bad loosers,no,nationality,Morocco,People from Italy are bad loosers
People from Nederlands are bad loosers,no,nationality,Nederlands,People from Italy are bad loosers
People from Nigeria are bad loosers,no,nationality,Nigeria,People from Italy are bad loosers
People from Pakistan are bad loosers,no,nationality,Pakistan,People from Italy are bad loosers
People from Poland are bad loosers,no,nationality,Poland,People from Italy are bad loosers
People from Russia are bad loosers,no,nationality,Russia,People from Italy are bad loosers
People from Romania are bad loosers,no,nationality,Romania,People from Italy are bad loosers
People from Spain are bad loosers,no,nationality,Spain,People from Italy are bad loosers
People from Surinam are bad loosers,no,nationality,Surinam,People from Italy are bad loosers
People from Syria are bad loosers,no,nationality,Syria,People from Italy are bad loosers
People from USA are bad loosers,no,nationality,USA,People from Italy are bad loosers
People from Armenia can’t deal with cold weather,no,nationality,Armenia,People from Mexico can’t deal with cold weather
People from Belgium can’t deal with cold weather,no,nationality,Belgium,People from Mexico can’t deal with cold weather
People from China can’t deal with cold weather,no,nationality,China,People from Mexico can’t deal with cold weather
People from England can’t deal with cold weather,no,nationality,England,People from Mexico can’t deal with cold weather
People from France can’t deal with cold weather,no,nationality,France,People from Mexico can’t deal with cold weather
People from Germany can’t deal with cold weather,no,nationality,Germany,People from Mexico can’t deal with cold weather
People from India can’t deal with cold weather,no,nationality,India,People from Mexico can’t deal with cold weather
People from Iraq can’t deal with cold weather,no,nationality,Iraq,People from Mexico can’t deal with cold weather
People from Ireland can’t deal with cold weather,no,nationality,Ireland,People from Mexico can’t deal with cold weather
People from Italy can’t deal with cold weather,no,nationality,Italy,People from Mexico can’t deal with cold weather
People from Japan can’t deal with cold weather,no,nationality,Japan,People from Mexico can’t deal with cold weather
People from Kenya can’t deal with cold weather,no,nationality,Kenya,People from Mexico can’t deal with cold weather
People from Korea can’t deal with cold weather,no,nationality,Korea,People from Mexico can’t deal with cold weather
People from Mexico can’t deal with cold weather,yes,nationality,Mexico,People from Mexico can’t deal with cold weather
People from Morocco can’t deal with cold weather,no,nationality,Morocco,People from Mexico can’t deal with cold weather
People from Nederlands can’t deal with cold weather,no,nationality,Nederlands,People from Mexico can’t deal with cold weather
People from Nigeria can’t deal with cold weather,no,nationality,Nigeria,People from Mexico can’t deal with cold weather
People from Pakistan can’t deal with cold weather,no,nationality,Pakistan,People from Mexico can’t deal with cold weather
People from Poland can’t deal with cold weather,no,nationality,Poland,People from Mexico can’t deal with cold weather
People from Russia can’t deal with cold weather,no,nationality,Russia,People from Mexico can’t deal with cold weather
People from Romania can’t deal with cold weather,no,nationality,Romania,People from Mexico can’t deal with cold weather
People from Spain can’t deal with cold weather,no,nationality,Spain,People from Mexico can’t deal with cold weather
People from Surinam can’t deal with cold weather,no,nationality,Surinam,People from Mexico can’t deal with cold weather
People from Syria can’t deal with cold weather,no,nationality,Syria,People from Mexico can’t deal with cold weather
People from USA can’t deal with cold weather,no,nationality,USA,People from Mexico can’t deal with cold weather
People from Armenia highly value honor,no,nationality,Armenia,People from Japan highly value honor
People from Belgium highly value honor,no,nationality,Belgium,People from Japan highly value honor
People from China highly value honor,no,nationality,China,People from Japan highly value honor
People from England highly value honor,no,nationality,England,People from Japan highly value honor
People from France highly value honor,no,nationality,France,People from Japan highly value honor
People from Germany highly value honor,no,nationality,Germany,People from Japan highly value honor
People from India highly value honor,no,nationality,India,People from Japan highly value honor
People from Iraq highly value honor,no,nationality,Iraq,People from Japan highly value honor
People from Ireland highly value honor,no,nationality,Ireland,People from Japan highly value honor
People from Italy highly value honor,no,nationality,Italy,People from Japan highly value honor
People from Japan highly value honor,yes,nationality,Japan,People from Japan highly value honor
People from Kenya highly value honor,no,nationality,Kenya,People from Japan highly value honor
People from Korea highly value honor,no,nationality,Korea,People from Japan highly value honor
People from Mexico highly value honor,no,nationality,Mexico,People from Japan highly value honor
People from Morocco highly value honor,no,nationality,Morocco,People from Japan highly value honor
People from Nederlands highly value honor,no,nationality,Nederlands,People from Japan highly value honor
People from Nigeria highly value honor,no,nationality,Nigeria,People from Japan highly value honor
People from Pakistan highly value honor,no,nationality,Pakistan,People from Japan highly value honor
People from Poland highly value honor,no,nationality,Poland,People from Japan highly value honor
People from Russia highly value honor,no,nationality,Russia,People from Japan highly value honor
People from Romania highly value honor,no,nationality,Romania,People from Japan highly value honor
People from Spain highly value honor,no,nationality,Spain,People from Japan highly value honor
People from Surinam highly value honor,no,nationality,Surinam,People from Japan highly value honor
People from Syria highly value honor,no,nationality,Syria,People from Japan highly value honor
People from USA highly value honor,no,nationality,USA,People from Japan highly value honor
All people from Armenia look the same,no,nationality,Armenia,All people from China look the same
All people from Belgium look the same,no,nationality,Belgium,All people from China look the same
All people from China look the same,yes,nationality,China,All people from China look the same
All people from England look the same,no,nationality,England,All people from China look the same
All people from France look the same,no,nationality,France,All people from China look the same
All people from Germany look the same,no,nationality,Germany,All people from China look the same
All people from India look the same,no,nationality,India,All people from China look the same
All people from Iraq look the same,no,nationality,Iraq,All people from China look the same
All people from Ireland look the same,no,nationality,Ireland,All people from China look the same
All people from Italy look the same,no,nationality,Italy,All people from China look the same
All people from Japan look the same,no,nationality,Japan,All people from China look the same
All people from Kenya look the same,no,nationality,Kenya,All people from China look the same
All people from Korea look the same,no,nationality,Korea,All people from China look the same
All people from Mexico look the same,no,nationality,Mexico,All people from China look the same
All people from Morocco look the same,no,nationality,Morocco,All people from China look the same
All people from Nederlands look the same,no,nationality,Nederlands,All people from China look the same
All people from Nigeria look the same,no,nationality,Nigeria,All people from China look the same
All people from Pakistan look the same,no,nationality,Pakistan,All people from China look the same
All people from Poland look the same,no,nationality,Poland,All people from China look the same
All people from Russia look the same,no,nationality,Russia,All people from China look the same
All people from Romania look the same,no,nationality,Romania,All people from China look the same
All people from Spain look the same,no,nationality,Spain,All people from China look the same
All people from Surinam look the same,no,nationality,Surinam,All people from China look the same
All people from Syria look the same,no,nationality,Syria,All people from China look the same
All people from USA look the same,no,nationality,USA,All people from China look the same
People from Armenia like to be at the center of attention,no,nationality,Armenia,People from Italy like to be at the center of attention
People from Belgium like to be at the center of attention,no,nationality,Belgium,People from Italy like to be at the center of attention
People from China like to be at the center of attention,no,nationality,China,People from Italy like to be at the center of attention
People from England like to be at the center of attention,no,nationality,England,People from Italy like to be at the center of attention
People from France like to be at the center of attention,no,nationality,France,People from Italy like to be at the center of attention
People from Germany like to be at the center of attention,no,nationality,Germany,People from Italy like to be at the center of attention
People from India like to be at the center of attention,no,nationality,India,People from Italy like to be at the center of attention
